EmpCode,Category,Process,Month,Cost
ATS96287,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS96288,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS92595,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS96289,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS58631,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS96200,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS88228,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS94979,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS89726,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS61947,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS76476,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS83278,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98379,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98378,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98376,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98377,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98491,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98634,Max_Life-SDPL COE,Max_Life-SDPL,Aug,43000
ATS98491,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96289,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS90904,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96204,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS90901,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS62040,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS94980,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS98492,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS94981,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96205,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS68836,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS92319,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS61947,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS83279,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS89741,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS89725,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS67168,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS88177,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS98376,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96288,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS67169,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS98377,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS95318,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS98379,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96286,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS84322,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS88228,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96200,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS92591,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS84321,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS94982,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS89740,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS94979,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS92592,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS76475,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS94978,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS58631,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS98378,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS90903,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS89739,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS92593,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS89726,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96287,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS92595,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS83278,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS99333,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS99334,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS99331,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS99330,Max_Life-SDPL COE,Max_Life-SDPL,Sep,43000
ATS96288,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS84321,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS95318,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS92595,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS58631,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS96287,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS89739,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS83278,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS94980,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS62040,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS98376,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS98378,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS90903,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS88228,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS84322,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS89740,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS92591,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS94978,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS90904,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS76475,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS99330,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS96286,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS98377,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS96205,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS92319,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS96204,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS99333,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS83279,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS89741,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS68836,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS99334,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS67168,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS94981,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS99331,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS96289,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS88177,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS89725,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS61947,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS94979,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS98491,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS89726,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS92592,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS92593,Max_Life-SDPL COE,Max_Life-SDPL,Oct,43000
ATS89726,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS58631,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS96287,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS96288,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS88177,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS95318,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS92595,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS84321,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS88228,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS67168,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS98378,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS98376,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS92591,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS84322,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS89740,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS99330,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS94978,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS90904,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS76475,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS92593,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS98377,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS96286,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS61947,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS99333,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS96204,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS100143,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS89741,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS96205,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS94980,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS62040,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS94981,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS99334,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS98491,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS92319,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS94979,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS83279,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS99328,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS89725,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS89739,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS92592,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS96289,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS83278,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS100832,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS100753,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS100752,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS100754,Max_Life-SDPL COE,Max_Life-SDPL,Nov,43000
ATS98378,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS99330,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS98377,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS68836,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS100754,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS61947,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS100753,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS62040,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS100143,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS99328,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS99334,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS84322,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS84321,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS89741,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS92595,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS99333,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS89726,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS92591,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS88177,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS92319,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS58631,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS92592,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS83279,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS89725,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS98491,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS100752,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS89740,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS98376,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS88228,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS92593,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS89739,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS83278,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS96289,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS100832,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS76475,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS96286,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS96204,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS96205,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS96288,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS67168,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS67169,Max_Life-SDPL COE,Max_Life-SDPL,Dec,43000
ATS94924,VKYC,DMI,Aug,32500
ATS95040,VKYC,DMI,Aug,32500
ATS95039,VKYC,DMI,Aug,32500
ATS95058,VKYC,DMI,Aug,32500
ATS95041,VKYC,DMI,Aug,32500
ATS95042,VKYC,DMI,Aug,32500
ATS95057,VKYC,DMI,Aug,32500
ATS94923,VKYC,DMI,Aug,32500
ATS94922,VKYC,DMI,Aug,32500
ATS96406,VKYC,DMI,Aug,32500
ATS96407,VKYC,DMI,Aug,32500
ATS74636,DMI,DMI,Aug,30000
ATS74968,DMI,DMI,Aug,30000
ATS74969,DMI,DMI,Aug,30000
ATS75062,DMI,DMI,Aug,30000
ATS81238,DMI,DMI,Aug,30000
ATS87366,DMI,DMI,Aug,30000
ATS91348,DMI,DMI,Aug,30000
ATS91391,DMI,DMI,Aug,30000
ATS93478,DMI,DMI,Aug,30000
ATS94389,DMI,DMI,Aug,30000
ATS91349,DMI,DMI,Aug,30000
ATS97159,DMI,DMI,Aug,30000
ATS97158,DMI,DMI,Aug,30000
ATS94924,VKYC,DMI,Sep,32500
ATS95040,VKYC,DMI,Sep,32500
ATS95039,VKYC,DMI,Sep,32500
ATS95041,VKYC,DMI,Sep,32500
ATS95042,VKYC,DMI,Sep,32500
ATS95057,VKYC,DMI,Sep,32500
ATS94922,VKYC,DMI,Sep,32500
ATS96406,VKYC,DMI,Sep,32500
ATS96407,VKYC,DMI,Sep,32500
ATS74636,DMI,DMI,Sep,30000
ATS74968,DMI,DMI,Sep,30000
ATS74969,DMI,DMI,Sep,30000
ATS75062,DMI,DMI,Sep,30000
ATS81238,DMI,DMI,Sep,30000
ATS86922,DMI,DMI,Sep,30000
ATS87366,DMI,DMI,Sep,30000
ATS91348,DMI,DMI,Sep,30000
ATS93478,DMI,DMI,Sep,30000
ATS94389,DMI,DMI,Sep,30000
ATS91349,DMI,DMI,Sep,30000
ATS97159,DMI,DMI,Sep,30000
ATS99164,DMI,DMI,Sep,30000
ATS99165,DMI,DMI,Sep,30000
ATS99630,DMI,DMI,Sep,30000
ATS94924,VKYC,DMI,Oct,32500
ATS95040,VKYC,DMI,Oct,32500
ATS95041,VKYC,DMI,Oct,32500
ATS95042,VKYC,DMI,Oct,32500
ATS96406,VKYC,DMI,Oct,32500
ATS96407,VKYC,DMI,Oct,32500
ATS74636,DMI,DMI,Oct,30000
ATS74968,DMI,DMI,Oct,30000
ATS74969,DMI,DMI,Oct,30000
ATS75062,DMI,DMI,Oct,30000
ATS81238,DMI,DMI,Oct,30000
ATS93478,DMI,DMI,Oct,30000
ATS94389,DMI,DMI,Oct,30000
ATS95058,DMI,DMI,Oct,30000
ATS91349,DMI,DMI,Oct,30000
ATS97159,DMI,DMI,Oct,30000
ATS99164,DMI,DMI,Oct,30000
ATS99165,DMI,DMI,Oct,30000
ATS99630,DMI,DMI,Oct,30000
ATS94924,VKYC,DMI,Nov,32500
ATS95040,VKYC,DMI,Nov,32500
ATS95041,VKYC,DMI,Nov,32500
ATS95042,VKYC,DMI,Nov,32500
ATS96406,VKYC,DMI,Nov,32500
ATS96407,VKYC,DMI,Nov,32500
ATS100843,VKYC,DMI,Nov,32500
ATS74636,DMI,DMI,Nov,30000
ATS74968,DMI,DMI,Nov,30000
ATS74969,DMI,DMI,Nov,30000
ATS75062,DMI,DMI,Nov,30000
ATS81238,DMI,DMI,Nov,30000
ATS93478,DMI,DMI,Nov,30000
ATS94389,DMI,DMI,Nov,30000
ATS95058,DMI,DMI,Nov,30000
ATS91349,DMI,DMI,Nov,30000
ATS97159,DMI,DMI,Nov,30000
ATS99164,DMI,DMI,Nov,30000
ATS99165,DMI,DMI,Nov,30000
ATS99630,DMI,DMI,Nov,30000
ATS74636,DMI,DMI,Dec,30000
ATS74968,DMI,DMI,Dec,30000
ATS74969,DMI,DMI,Dec,30000
ATS75062,DMI,DMI,Dec,30000
ATS94924,VKYC,DMI,Dec,32500
ATS95040,VKYC,DMI,Dec,32500
ATS95042,VKYC,DMI,Dec,32500
ATS91349,VKYC,DMI,Dec,32500
ATS97159,DMI,DMI,Dec,30000
ATS99164,DMI,DMI,Dec,30000
ATS100435,DMI,DMI,Dec,30000
ATS100406,DMI,DMI,Dec,30000
ATS100660,DMI,DMI,Dec,30000
ATS100843,VKYC,DMI,Dec,32500
ATS100900,DMI,DMI,Dec,30000
ATS101335,DMI,DMI,Dec,30000
ATS101324,VKYC,DMI,Dec,32500
ATS101388,VKYC,DMI,Dec,32500
ATS101481,VKYC,DMI,Dec,32500
ATS101482,VKYC,DMI,Dec,32500
ATS101483,VKYC,DMI,Dec,32500
ATS101544,VKYC,DMI,Dec,32500
ATS77984,DataKart Trace,GS-1,Aug,42500
ATS79715,GS-1,GS-1,Aug,36900
ATS85290,DataKart Trace,GS-1,Aug,42500
ATS89562,GS-1,GS-1,Aug,36900
ATS92369,GS-1,GS-1,Aug,36900
ATS94216,GS-1,GS-1,Aug,36900
ATS94984,GS-1,GS-1,Aug,36900
ATS95230,GS-1,GS-1,Aug,36900
ATS96226,GS-1,GS-1,Aug,36900
ATS96243,GS-1,GS-1,Aug,36900
ATS96722,GS-1,GS-1,Aug,36900
ATS96723,GS-1,GS-1,Aug,36900
ATS97968,GS-1,GS-1,Aug,36900
ATS97969,GS-1,GS-1,Aug,36900
ATS98651,GS-1,GS-1,Aug,36900
ATS77984,DataKart Trace,GS-1,Sep,42500
ATS79715,GS-1,GS-1,Sep,36900
ATS85290,DataKart Trace,GS-1,Sep,42500
ATS92369,GS-1,GS-1,Sep,36900
ATS94216,GS-1,GS-1,Sep,36900
ATS94984,GS-1,GS-1,Sep,36900
ATS95230,GS-1,GS-1,Sep,36900
ATS96226,GS-1,GS-1,Sep,36900
ATS96243,GS-1,GS-1,Sep,36900
ATS96722,GS-1,GS-1,Sep,36900
ATS96723,GS-1,GS-1,Sep,36900
ATS97968,GS-1,GS-1,Sep,36900
ATS97969,GS-1,GS-1,Sep,36900
ATS98651,GS-1,GS-1,Sep,36900
ATS77984,DataKart Trace,GS-1,Oct,42500
ATS79715,GS-1,GS-1,Oct,36900
ATS85290,DataKart Trace,GS-1,Oct,42500
ATS92369,GS-1,GS-1,Oct,36900
ATS94216,GS-1,GS-1,Oct,36900
ATS94984,GS-1,GS-1,Oct,36900
ATS96226,GS-1,GS-1,Oct,36900
ATS96722,GS-1,GS-1,Oct,36900
ATS96723,GS-1,GS-1,Oct,36900
ATS97969,GS-1,GS-1,Oct,36900
ATS98651,GS-1,GS-1,Oct,36900
ATS95230,GS-1,GS-1,Oct,36900
ATS100147,GS-1,GS-1,Oct,36900
ATS100147,GS-1,GS-1,Nov,36900
ATS77984,DataKart Trace,GS-1,Nov,42500
ATS79715,GS-1,GS-1,Nov,36900
ATS85290,DataKart Trace,GS-1,Nov,42500
ATS92369,GS-1,GS-1,Nov,36900
ATS94216,GS-1,GS-1,Nov,36900
ATS94984,GS-1,GS-1,Nov,36900
ATS95230,GS-1,GS-1,Nov,36900
ATS96226,GS-1,GS-1,Nov,36900
ATS96722,GS-1,GS-1,Nov,36900
ATS96723,GS-1,GS-1,Nov,36900
ATS97969,GS-1,GS-1,Nov,36900
ATS98651,GS-1,GS-1,Nov,36900
ATS90353,GS-1,GS-1,Nov,36900
ATS100966,GS-1,GS-1,Nov,36900
ATS100147,GS-1,GS-1,Dec,36900
ATS100966,DataKart Trace,GS-1,Dec,42500
ATS79715,GS-1,GS-1,Dec,36900
ATS85290,DataKart Trace,GS-1,Dec,42500
ATS92369,GS-1,GS-1,Dec,36900
ATS94216,GS-1,GS-1,Dec,36900
ATS94984,GS-1,GS-1,Dec,36900
ATS95230,GS-1,GS-1,Dec,36900
ATS96226,GS-1,GS-1,Dec,36900
ATS98651,GS-1,GS-1,Dec,36900
ATS96723,GS-1,GS-1,Dec,36900
ATS101332,GS-1,GS-1,Dec,36900
ATS96722,GS-1,GS-1,Dec,36900
ATS101587,GS-1,GS-1,Dec,36900
ATS91560,Rlife,Rlife,Dec,42833
ATS89501,Rlife,Rlife,Dec,42833
ATS90829,Rlife,Rlife,Dec,42833
ATS96461,Rlife,Rlife,Dec,42833
ATS88199,Rlife,Rlife,Dec,42833
ATS90835,Rlife,Rlife,Dec,42833
ATS94471,Rlife,Rlife,Dec,42833
ATS66451,Rlife,Rlife,Dec,42833
ATS90832,Rlife,Rlife,Dec,42833
ATS84162,Rlife,Rlife,Dec,42833
ATS98212,Rlife,Rlife,Dec,42833
ATS96460,Rlife,Rlife,Dec,42833
ATS98213,Rlife,Rlife,Dec,42833
ATS98211,Rlife,Rlife,Dec,42833
ATS91676,Rlife,Rlife,Dec,42833
ATS96746,Rlife,Rlife,Dec,42833
ATS92422,Rlife,Rlife,Dec,42833
ATS94470,Rlife,Rlife,Dec,42833
ATS82889,Rlife,Rlife,Dec,42833
ATS95755,Rlife,Rlife,Dec,42833
ATS88182,Rlife,Rlife,Dec,42833
ATS95754,Rlife,Rlife,Dec,42833
ATS90831,Rlife,Rlife,Dec,42833
ATS92419,Rlife,Rlife,Dec,42833
ATS98215,Rlife,Rlife,Dec,42833
ATS101172,Rlife,Rlife,Dec,42833
ATS101171,Rlife,Rlife,Dec,42833
ATS101241,Rlife,Rlife,Dec,42833
ATS101344,Rlife,Rlife,Dec,42833
ATS101345,Rlife,Rlife,Dec,42833
ATS101242,Rlife,Rlife,Dec,42833
ATS101240,Rlife,Rlife,Dec,42833
ATS95275,Rlife,Rlife,Dec,42833
ATS86573,Rlife,Rlife,Dec,33075
ATS93201,Rlife,Rlife,Dec,34729
ATS85998,Rlife,Rlife,Dec,34729
ATS86568,Rlife,Rlife,Dec,34729
ATS90142,Rlife,Rlife,Dec,34729
ATS99304,Rlife,Rlife,Dec,34729
ATS67090,Rlife,Rlife,Dec,34729
ATS94448,Rlife,Rlife,Dec,34729
ATS87997,Rlife,Rlife,Dec,34729
ATS99303,Rlife,Rlife,Dec,34729
ATS96147,Rlife,Rlife,Dec,34729
ATS85664,Rlife,Rlife,Dec,34729
ATS99515,Rlife,Rlife,Dec,34729
ATS88642,Rlife,Rlife,Dec,34729
ATS90367,Rlife,Rlife,Dec,34729
ATS96946,Rlife,Rlife,Dec,34729
ATS67091,Rlife,Rlife,Dec,34729
ATS90037,Rlife,Rlife,Dec,34729
ATS90141,Rlife,Rlife,Dec,34729
ATS88640,Rlife,Rlife,Dec,34729
ATS90495,Rlife,Rlife,Dec,34729
ATS100744,Rlife,Rlife,Dec,34729
ATS89778,Rlife,Rlife,Dec,34729
ATS88720,Rlife,Rlife,Dec,34729
ATS94449,Rlife,Rlife,Dec,34729
ATS81922,Rlife,Rlife,Dec,34729
ATS89014,Rlife,Rlife,Dec,34729
ATS84164,Rlife,Rlife,Dec,34729
ATS99784,Rlife,Rlife,Dec,34729
ATS70232,Rlife,Rlife,Dec,34729
ATS101239,Rlife,Rlife,Dec,34729
ATS101457,Rlife,Rlife,Dec,34729
ATS89501,Rlife,Rlife,Nov,42833
ATS91560,Rlife,Rlife,Nov,42833
ATS90699,Rlife,Rlife,Nov,42833
ATS93203,Rlife,Rlife,Nov,42833
ATS90829,Rlife,Rlife,Nov,42833
ATS84162,Rlife,Rlife,Nov,42833
ATS98213,Rlife,Rlife,Nov,42833
ATS94471,Rlife,Rlife,Nov,42833
ATS82889,Rlife,Rlife,Nov,42833
ATS96461,Rlife,Rlife,Nov,42833
ATS66451,Rlife,Rlife,Nov,42833
ATS96460,Rlife,Rlife,Nov,42833
ATS90832,Rlife,Rlife,Nov,42833
ATS91676,Rlife,Rlife,Nov,42833
ATS95755,Rlife,Rlife,Nov,42833
ATS98211,Rlife,Rlife,Nov,42833
ATS98214,Rlife,Rlife,Nov,42833
ATS98212,Rlife,Rlife,Nov,42833
ATS88199,Rlife,Rlife,Nov,42833
ATS95754,Rlife,Rlife,Nov,42833
ATS92419,Rlife,Rlife,Nov,42833
ATS90831,Rlife,Rlife,Nov,42833
ATS94470,Rlife,Rlife,Nov,42833
ATS98215,Rlife,Rlife,Nov,42833
ATS96746,Rlife,Rlife,Nov,42833
ATS88182,Rlife,Rlife,Nov,42833
ATS91144,Rlife,Rlife,Nov,42833
ATS92422,Rlife,Rlife,Nov,42833
ATS90835,Rlife,Rlife,Nov,42833
ATS93201,Rlife,Rlife,Nov,34729
ATS83224,Rlife,Rlife,Nov,34729
ATS86573,Rlife,Rlife,Nov,33075
ATS85998,Rlife,Rlife,Nov,34729
ATS67090,Rlife,Rlife,Nov,34729
ATS87997,Rlife,Rlife,Nov,34729
ATS86568,Rlife,Rlife,Nov,34729
ATS90142,Rlife,Rlife,Nov,34729
ATS62824,Rlife,Rlife,Nov,34729
ATS90037,Rlife,Rlife,Nov,34729
ATS99303,Rlife,Rlife,Nov,34729
ATS96946,Rlife,Rlife,Nov,34729
ATS94448,Rlife,Rlife,Nov,34729
ATS67091,Rlife,Rlife,Nov,34729
ATS99515,Rlife,Rlife,Nov,34729
ATS90495,Rlife,Rlife,Nov,34729
ATS87421,Rlife,Rlife,Nov,34729
ATS90367,Rlife,Rlife,Nov,34729
ATS88640,Rlife,Rlife,Nov,34729
ATS85664,Rlife,Rlife,Nov,34729
ATS96147,Rlife,Rlife,Nov,34729
ATS90141,Rlife,Rlife,Nov,34729
ATS86569,Rlife,Rlife,Nov,34729
